  0	       0	0.000000e+00
  0	       1	0.000000e+00
  0	       2	0.000000e+00
  0	       3	0.000000e+00
  0	       4	0.000000e+00
  0	       5	0.000000e+00
  0	       6	0.000000e+00
  0	       7	0.000000e+00
  0	       8	0.000000e+00
  0	       9	0.000000e+00
  0	      10	0.000000e+00
  0	      11	0.000000e+00
  0	      12	0.000000e+00
  0	      13	0.000000e+00
  0	      14	0.000000e+00
  0	      15	0.000000e+00
  0	      16	0.000000e+00
  0	      17	0.000000e+00
  0	      18	0.000000e+00
  0	      19	0.000000e+00
  0	      20	0.000000e+00
  0	      21	0.000000e+00
  0	      22	0.000000e+00
  0	      23	0.000000e+00
  0	      24	0.000000e+00
  0	      25	0.000000e+00
  0	      26	0.000000e+00
  0	      27	0.000000e+00
  0	      28	0.000000e+00
  0	      29	0.000000e+00
  0	      30	0.000000e+00
  0	      31	2.287864e-02
  0	      32	4.670049e-02
  0	      33	6.917076e-02
  0	      34	9.188822e-02
  0	      35	1.168674e-01
  0	      36	1.405107e-01
  0	      37	1.556649e-01
  0	      38	1.868530e-01
  0	      39	2.078784e-01
  0	      40	2.212340e-01
  0	      41	2.402926e-01
  0	      42	2.827428e-01
  0	      43	2.830647e-01
  0	      44	3.212410e-01
  0	      45	3.150456e-01
  0	      46	3.280890e-01
  0	      47	3.214897e-01
  0	      48	3.031557e-01
  0	      49	3.062761e-01
  0	      50	3.167819e-01
  0	      51	3.211630e-01
  0	      52	3.023470e-01
  0	      53	2.910608e-01
  0	      54	2.588266e-01
  0	      55	2.370972e-01
  0	      56	2.209556e-01
  0	      57	1.928900e-01
  0	      58	1.621825e-01
  0	      59	1.449312e-01
  0	      60	1.162818e-01
  0	      61	9.265939e-02
  0	      62	7.033877e-02
  0	      63	4.798999e-02
  0	      64	2.466669e-02
  0	      65	0.000000e+00
  0	      66	0.000000e+00
  0	      67	0.000000e+00
  0	      68	0.000000e+00
  0	      69	0.000000e+00
  0	      70	0.000000e+00
  0	      71	0.000000e+00
  0	      72	0.000000e+00
  0	      73	0.000000e+00
  0	      74	0.000000e+00
  0	      75	0.000000e+00
  0	      76	0.000000e+00
  0	      77	0.000000e+00
  0	      78	0.000000e+00
  0	      79	0.000000e+00
  0	      80	0.000000e+00
  0	      81	0.000000e+00
  0	      82	0.000000e+00
  0	      83	0.000000e+00
  0	      84	0.000000e+00
  0	      85	0.000000e+00
  0	      86	0.000000e+00
  0	      87	0.000000e+00
  0	      88	0.000000e+00
  0	      89	0.000000e+00
  0	      90	0.000000e+00
  0	      91	0.000000e+00
  0	      92	0.000000e+00
  0	      93	0.000000e+00
  0	      94	0.000000e+00
  0	      95	0.000000e+00
  1	       0	0.000000e+00
  1	       1	0.000000e+00
  1	       2	0.000000e+00
  1	       3	0.000000e+00
  1	       4	0.000000e+00
  1	       5	0.000000e+00
  1	       6	0.000000e+00
  1	       7	0.000000e+00
  1	       8	0.000000e+00
  1	       9	0.000000e+00
  1	      10	0.000000e+00
  1	      11	0.000000e+00
  1	      12	0.000000e+00
  1	      13	0.000000e+00
  1	      14	0.000000e+00
  1	      15	0.000000e+00
  1	      16	0.000000e+00
  1	      17	0.000000e+00
  1	      18	0.000000e+00
  1	      19	0.000000e+00
  1	      20	0.000000e+00
  1	      21	0.000000e+00
  1	      22	0.000000e+00
  1	      23	0.000000e+00
  1	      24	0.000000e+00
  1	      25	0.000000e+00
  1	      26	0.000000e+00
  1	      27	0.000000e+00
  1	      28	0.000000e+00
  1	      29	0.000000e+00
  1	      30	0.000000e+00
  1	      31	2.193672e-02
  1	      32	4.616505e-02
  1	      33	6.723492e-02
  1	      34	9.198191e-02
  1	      35	1.092552e-01
  1	      36	1.346620e-01
  1	      37	1.638569e-01
  1	      38	1.861520e-01
  1	      39	2.110975e-01
  1	      40	2.228504e-01
  1	      41	2.438538e-01
  1	      42	2.623122e-01
  1	      43	2.875416e-01
  1	      44	3.100851e-01
  1	      45	3.171206e-01
  1	      46	3.131100e-01
  1	      47	3.262317e-01
  1	      48	3.193181e-01
  1	      49	3.155382e-01
  1	      50	3.268462e-01
  1	      51	3.251761e-01
  1	      52	3.191309e-01
  1	      53	2.901137e-01
  1	      54	2.645835e-01
  1	      55	2.309778e-01
  1	      56	2.203241e-01
  1	      57	2.017393e-01
  1	      58	1.671714e-01
  1	      59	1.419621e-01
  1	      60	1.201301e-01
  1	      61	9.458249e-02
  1	      62	7.600415e-02
  1	      63	4.832407e-02
  1	      64	2.465156e-02
  1	      65	0.000000e+00
  1	      66	0.000000e+00
  1	      67	0.000000e+00
  1	      68	0.000000e+00
  1	      69	0.000000e+00
  1	      70	0.000000e+00
  1	      71	0.000000e+00
  1	      72	0.000000e+00
  1	      73	0.000000e+00
  1	      74	0.000000e+00
  1	      75	0.000000e+00
  1	      76	0.000000e+00
  1	      77	0.000000e+00
  1	      78	0.000000e+00
  1	      79	0.000000e+00
  1	      80	0.000000e+00
  1	      81	0.000000e+00
  1	      82	0.000000e+00
  1	      83	0.000000e+00
  1	      84	0.000000e+00
  1	      85	0.000000e+00
  1	      86	0.000000e+00
  1	      87	0.000000e+00
  1	      88	0.000000e+00
  1	      89	0.000000e+00
  1	      90	0.000000e+00
  1	      91	0.000000e+00
  1	      92	0.000000e+00
  1	      93	0.000000e+00
  1	      94	0.000000e+00
  1	      95	0.000000e+00
  2	       0	0.000000e+00
  2	       1	0.000000e+00
  2	       2	0.000000e+00
  2	       3	0.000000e+00
  2	       4	0.000000e+00
  2	       5	0.000000e+00
  2	       6	0.000000e+00
  2	       7	0.000000e+00
  2	       8	0.000000e+00
  2	       9	0.000000e+00
  2	      10	0.000000e+00
  2	      11	0.000000e+00
  2	      12	0.000000e+00
  2	      13	0.000000e+00
  2	      14	0.000000e+00
  2	      15	0.000000e+00
  2	      16	0.000000e+00
  2	      17	0.000000e+00
  2	      18	0.000000e+00
  2	      19	0.000000e+00
  2	      20	0.000000e+00
  2	      21	0.000000e+00
  2	      22	0.000000e+00
  2	      23	0.000000e+00
  2	      24	0.000000e+00
  2	      25	0.000000e+00
  2	      26	0.000000e+00
  2	      27	0.000000e+00
  2	      28	0.000000e+00
  2	      29	0.000000e+00
  2	      30	0.000000e+00
  2	      31	2.293582e-02
  2	      32	4.502349e-02
  2	      33	6.657391e-02
  2	      34	9.113509e-02
  2	      35	1.096575e-01
  2	      36	1.406780e-01
  2	      37	1.511621e-01
  2	      38	1.857680e-01
  2	      39	1.969874e-01
  2	      40	2.222540e-01
  2	      41	2.361285e-01
  2	      42	2.739303e-01
  2	      43	2.845320e-01
  2	      44	3.125181e-01
  2	      45	3.110379e-01
  2	      46	3.082549e-01
  2	      47	3.209509e-01
  2	      48	3.102888e-01
  2	      49	3.086156e-01
  2	      50	3.012473e-01
  2	      51	3.240698e-01
  2	      52	3.253093e-01
  2	      53	2.991914e-01
  2	      54	2.571971e-01
  2	      55	2.507799e-01
  2	      56	2.175941e-01
  2	      57	1.853287e-01
  2	      58	1.710835e-01
  2	      59	1.425259e-01
